gyroscope-x,gyroscope-y,gyroscope-z,accelorometer-x,accelorometer-y,accelorometer-z,resultant-g,label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.36,-27.41,251.98,0.17,1.94,1.26,2.32,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-36.54,6.65,-226.5,0.55,1.94,1.24,2.37,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6,19.89,138.32,0.92,-0.01,1.03,1.38,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.7,-49.29,-92.16,0.69,0.97,1.05,1.59,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.22,-16.89,57.56,1.03,-0.51,0.97,1.51,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.96,-7.09,-39.18,0.69,0.83,1.08,1.53,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2.7,2.19,-75.64,1.08,-0.29,1.05,1.54,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.01,31.32,157.49,0.57,1.93,1.07,2.28,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.34,-33.16,-240.6,0.8,1.88,1.14,2.34,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.32,-5.53,221.58,0.63,1.13,1.16,1.74,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.59,-12.84,-119.28,0.46,1.29,1.15,1.79,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-3.62,42.77,137.84,1.02,0.44,1.05,1.53,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.97,-15.27,-82.61,0.6,1.07,1.09,1.64,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.72,9.51,124.54,1.01,-0.02,1.09,1.49,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.42,-19.29,-39.08,0.7,0.88,1.07,1.55,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-3.55,21.89,-22.97,1.09,-0.44,1.05,1.58,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-12.82,16.88,30.89,0.6,1.28,1.08,1.78,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-35.34,-6.62,-248.01,0.61,1.55,1.25,2.08,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.4,21.83,234.87,0.62,1.52,1.26,2.07,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.37,-87.18,-185.62,0.18,1.59,1.14,1.97,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.75,12.65,213.6,0.83,0.38,1.11,1.44,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.85,3.33,-60.45,0.57,0.92,1.1,1.54,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.71,3.98,-60.83,1.02,-0.21,1.06,1.49,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-15.31,8.92,130.87,0.51,1.51,1.14,1.96,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.57,-13.35,-205.66,0.77,1.25,1.06,1.81,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.68,3.05,228.49,0.23,1.9,1.17,2.24,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.28,-78.24,-212.26,-0.02,1.94,1.18,2.28,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.17,46.9,-122.6,0.33,0.34,0.99,1.1,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.05,0.03,0.28,0,0,0.99,0.99,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.01,-0.02,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,-0.02,0,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.17,-0.04,0.01,0,1.01,1.01,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.02,-0.02,-0.1,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,0.04,0.01,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.01,-0.01,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,-0.01,-0.04,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,0.03,-0.03,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.01,0,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.03,0,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.01,-0.02,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,-0.02,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.05,0.01,-0.02,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.03,-0.03,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,0.03,-0.03,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.03,0,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.01,0.02,0,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.02,-0.02,0,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.01,0.01,0.01,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,0.02,0.01,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,0,-0.01,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.02,0,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.02,-0.03,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.01,0.01,0.02,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.01,0.02,0.01,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.01,0.01,0.04,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,0.04,0,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.01,-0.01,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,0.04,-0.01,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.02,0.02,0,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.01,0.03,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,0.03,0.02,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.02,0.05,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.02,0.04,-0.02,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.01,0.01,-0.02,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.02,0.02,0.03,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.03,-0.03,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.02,0,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.03,0.02,0,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0.01,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,0.01,0.02,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,0.01,0,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.04,0.03,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,0.02,0,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,0.01,-0.05,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,0.02,0.01,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.02,0.03,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.02,0.02,-0.02,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.03,0.03,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.01,0.02,-0.03,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.02,-0.05,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,0.01,0,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.02,0.01,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,0.04,-0.02,0,0,1,1,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-7.21,-9.66,2.97,0,0,1,1,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.46,-8.62,3.84,0.03,0.07,0.95,0.95,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.12,35.65,-13.19,0,-0.08,1.09,1.09,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-32.72,9.13,-7.58,0.01,-0.25,1.08,1.11,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-7.15,-13.43,7.88,0.14,0.06,0.83,0.85,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.45,-0.69,-11.64,0.05,-0.04,0.92,0.92,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.54,1.15,-1.73,0.05,-0.07,1.02,1.02,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.48,-20.87,16.24,0.06,-0.18,0.89,0.91,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.65,29.26,-20.1,0.15,0.06,1.06,1.07,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.88,-6.16,1.5,0.14,-0.02,1.11,1.11,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-6.1,-11.98,22.93,0.11,0.32,0.9,0.96,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.36,-19.82,5.29,0.01,-0.01,1.14,1.14,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.85,21.33,-24.49,0.06,-0.06,1.12,1.12,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.99,22.13,-1.37,0.03,0.07,1.06,1.07,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.81,-5.88,0.75,0.03,0.03,1.1,1.1,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-6.18,4.29,-2.3,-0.01,0.08,0.97,0.97,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.32,-0.63,5.08,0.08,-0.03,1.14,1.14,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.5,10.89,-10.25,0.01,0.09,1.02,1.03,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-16.93,-18.13,2.36,-0.02,-0.06,1.06,1.06,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.47,11.16,-9.1,-0.03,-0.09,1.2,1.21,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.41,-26.96,-1.4,-0.05,-0.15,1.03,1.04,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2.57,-14.03,0.02,0.07,1.06,1.07,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.42,5.36,-1.21,0.03,-0.18,1.26,1.27,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-60.09,-14.35,28.75,0.05,0.14,1.09,1.1,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-30.86,37.81,-28.92,-0.1,0.1,1.26,1.26,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.79,-5.18,19.44,0.01,0.14,1.22,1.22,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-32.8,16.26,-5.6,0.06,0.09,1.16,1.16,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.34,4.14,6.28,-0.03,0.1,1.17,1.17,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.6,12.35,-14.8,-0.05,0.07,1.12,1.12,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.51,11.45,7.77,0.04,0.17,0.92,0.93,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.57,25.91,-5.06,-0.01,0.06,1.15,1.15,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-17.48,15.44,-8.07,0.05,0.07,1.11,1.12,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-16.44,-0.02,11.18,0.06,0.1,1.02,1.03,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.44,-6.82,12.66,-0.08,-0.05,1.27,1.27,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.46,20.31,6.82,-0.13,0.14,1.21,1.23,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.97,7.74,-38.01,-0.1,0.12,1.09,1.1,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20.79,8.64,-14.7,-0.06,0.07,1.03,1.03,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.46,10.68,3.67,0.05,-0.14,1.13,1.14,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.45,5.14,-13.32,-0.02,-0.04,0.93,0.93,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.43,3.56,3.53,0.06,0.08,1.14,1.14,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.88,-33.64,16.26,0.01,0.06,1.13,1.13,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.38,19.01,-14.68,0.08,-0.02,1.27,1.27,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-17.75,-4.53,5.55,0.15,0.08,1.08,1.09,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-50.31,-12.08,14.14,-0.05,0,1.17,1.17,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.47,30.87,-30.18,0.03,0.07,1.11,1.12,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.69,-8.57,14.87,0.12,0.07,1.09,1.1,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.15,6.09,-7.58,0.16,-0.01,1.14,1.15,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-12.94,-14.3,11.08,0.18,0.02,1.16,1.17,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.4,35.18,-26.03,0.13,-0.04,1.13,1.14,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.63,9.23,-3.65,0.03,0.02,1.03,1.03,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.13,-4.63,5.19,0.22,-0.12,1.13,1.16,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.22,38.16,43.51,0.34,0.41,0.62,0.82,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.22,-10.31,1.98,0.14,0.04,1.17,1.18,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.02,-6.83,5.39,0.09,0.09,1.08,1.09,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.22,4.24,15.37,0.22,-0.16,1.27,1.3,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.87,-11.15,6.47,-0.14,-0.17,0.97,0.99,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.14,-10.12,7.24,0.09,0.11,1.21,1.22,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20.33,1.03,-23.53,0.09,0.15,1.04,1.06,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.01,16.35,-32.66,0.07,-0.02,1.28,1.28,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.07,-79.4,47.45,0.04,0,1.13,1.13,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.27,-28.75,6.9,0.23,0.11,1.12,1.15,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.29,-13.95,21.12,-0.26,0.12,1.22,1.26,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.58,11.09,-8.68,0,0.08,1.08,1.08,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.02,-68.96,42.17,0,0.12,1.19,1.19,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.29,19.97,-13.43,0.11,0.11,1.23,1.24,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21.15,-3.29,-21.44,0.05,0.25,1.06,1.09,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-10.69,3.96,-11.53,0.06,0.03,1.29,1.29,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.8,29.92,-17.17,0.06,0.11,1.14,1.14,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.09,-6.54,7.51,0.01,0.09,1.17,1.18,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-13.4,-26.53,31.99,0.15,-0.12,1.21,1.22,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-54.65,78.9,-36.16,0.24,0.44,0.83,0.97,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-55.32,31.53,-63.09,0.08,0.19,1.04,1.06,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.92,14.18,32.66,-0.74,0.65,1.1,1.48,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.18,1.6,-1.88,-0.82,1,0.74,1.49,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.44,2.24,0.33,-0.81,1.01,0.73,1.48,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.04,6.34,3.36,0.01,0.02,0.99,0.99,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.32,-4.13,16.78,0.09,0.1,0.93,0.94,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.82,-25.59,-21.83,-0.16,-0.5,1.13,1.24,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.45,-18.8,12.2,0.02,0.12,0.93,0.93,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-13.37,-11.49,8.32,0.07,0.05,0.97,0.98,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.21,-12.92,21.63,0.06,-0.05,1.1,1.1,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.84,-3.32,-12.76,0.11,0,1.04,1.05,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.84,-12.89,24.65,0.21,0.18,0.97,1.01,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.6,3.76,-7.81,-0.02,-0.13,1.22,1.23,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.95,8.14,-18.53,0.08,0.07,1.05,1.05,Forward-lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
