gyroscope-x,gyroscope-y,gyroscope-z,accelorometer-x,accelorometer-y,accelorometer-z,resultant-g,label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.74,65.25,-19.44,-0.46,0.46,1.12,1.3,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-14.26,-18.88,13.66,-0.49,0.68,1.13,1.41,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.59,63.45,-30.21,-0.67,0.71,0.94,1.35,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-85.32,37.96,19.59,-0.42,0.61,0.94,1.2,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.05,-36.22,43.06,-0.69,0.48,1.03,1.33,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.7,24.27,-33.07,0.4,0.5,0.95,1.15,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.98,-35.23,27.66,-0.62,0.46,0.94,1.21,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113.38,32.4,-17.99,0.55,0.44,1,1.22,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.99,-23.18,23.54,-0.6,0.49,0.92,1.2,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-50.01,73.91,12.38,0.29,0.49,0.85,1.02,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.25,0.25,11.17,-0.25,0.5,1.25,1.37,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.44,26.21,17.29,-0.02,0.44,1.12,1.2,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.78,10.05,-19.34,-0.14,0.67,1.15,1.33,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.5,8.61,9.52,-0.01,0.34,1.19,1.24,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.48,16.48,-9.56,-0.33,0.56,1.11,1.29,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07,25.74,-0.23,0.17,0.39,1.12,1.2,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.08,-16.27,25.26,-0.3,0.5,1.06,1.21,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-12.75,50.68,-4.79,0.21,0.46,1.27,1.37,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.04,-17.4,17.27,-0.28,0.39,1.18,1.27,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23.32,6.17,29.64,-0.35,0.04,0.84,0.91,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-6.02,22.66,1.12,-0.28,0.26,0.9,0.98,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-32.06,71.7,9.9,0.05,0.37,0.99,1.06,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-42.59,5.3,13.26,-0.25,0.44,1.03,1.15,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-3.73,9.26,10.22,-0.16,0.17,1.04,1.07,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.31,-2.27,29.69,0.08,-0.19,1.02,1.04,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-57.63,27.03,69.44,-0.17,-0.09,0.58,0.61,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.4,7.24,-8.68,-0.31,0.25,0.46,0.61,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.77,8.42,-8.37,-0.32,0.44,0.38,0.67,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.82,30.92,-15.86,0.27,0.26,0.46,0.59,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.47,26.06,27.2,-0.3,0.25,0.48,0.62,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.6,70.22,6.31,0.07,0.24,0.49,0.55,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.91,43.03,-28.21,-0.44,0.22,0.49,0.69,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.98,107.32,44.9,0.08,0.27,0.47,0.55,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.94,13.46,-20.63,0.59,0.09,0.58,0.83,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.55,34.33,-19.18,-0.39,0.24,0.48,0.67,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.87,19.69,-26.24,0.27,0.02,0.61,0.67,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134.23,53.53,-11.77,-0.39,0.41,0.24,0.62,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.9,82.98,15.42,0.53,0.2,0.56,0.79,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.33,16.71,-42.81,-0.29,0.4,0.43,0.66,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.65,18.61,4.54,-0.6,0.21,0.12,0.64,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.67,4.48,-36.15,0.4,0.15,0.56,0.71,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.05,-7.91,-22.42,-0.15,0.29,0.53,0.63,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.19,-19.75,76.37,0.45,0.15,0.68,0.83,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.06,48.3,10.46,-0.18,0.16,0.48,0.54,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.4,86.37,0.75,-0.21,0.26,0.57,0.66,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.57,15.11,-6.14,-0.54,0.66,0.42,0.95,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.67,78.49,-7.94,0.41,0.17,0.56,0.71,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.68,78.22,5.71,-0.77,0.47,0.34,0.96,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.19,29.99,91.83,0.03,0.44,0.3,0.53,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.9,-9.71,-35.91,0.59,0.23,0.44,0.77,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.31,6.35,-9.2,-0.51,0.33,0.58,0.84,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.08,13.81,-1.51,-0.25,0.37,0.33,0.56,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.72,11.59,-22.39,0.48,0.24,0.5,0.73,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118.56,-14.47,-51.15,-0.38,0.5,0.08,0.64,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.41,22.11,-1.27,-0.11,0.22,0.46,0.52,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.29,-37.22,-18.22,-0.2,0.28,0.32,0.47,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.99,8.52,-30.55,0.14,0.28,0.39,0.5,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.47,112.69,59.23,-0.4,0.36,0.31,0.62,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.61,51.18,-14.42,-0.42,0.16,0.42,0.62,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.72,44.16,1.89,-0.08,-0.01,0.6,0.61,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.13,-15.74,-20.12,-0.28,0.25,0.65,0.75,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.36,-3.73,107.74,0.43,-0.26,0.7,0.87,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.84,11.91,27.24,-0.31,0.26,0.56,0.7,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.1,16.34,-6.19,0.06,0.28,0.63,0.69,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151.66,48.15,25.78,0.48,0.14,0.56,0.75,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.86,101.95,-9.07,-0.48,0.4,0.55,0.83,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.36,46.47,9.65,-0.06,0.07,0.64,0.65,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.86,8.41,17.71,0,0.37,0.63,0.73,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.48,112.32,16.05,-0.08,0.44,0.59,0.74,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.53,11.27,-33.21,-0.36,0.07,0.67,0.76,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141.04,122.5,45.04,-0.04,0.41,0.59,0.72,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.19,53.95,17.42,-0.72,0.23,0.13,0.76,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.33,46.5,25.17,0.32,0.36,0.52,0.71,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.52,-10.05,3.39,0.01,0.25,0.42,0.49,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.57,-6.98,-9.96,-0.21,0.58,0.46,0.76,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.78,19.04,-43.57,0.5,0.23,0.59,0.81,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.34,18.29,26.98,-0.51,0.04,0.27,0.58,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.47,78.72,16.42,0.49,0.22,0.53,0.75,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.72,-32.16,-47.95,0.23,0.36,0.33,0.54,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.75,16.11,10.09,-0.64,0.49,0.2,0.84,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111.86,72.19,-2.12,0.01,0.27,0.39,0.47,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269.58,-37.1,-34.68,0.11,-0.16,0.69,0.71,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.49,89.96,-6.92,-0.14,0.43,0.97,1.07,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.34,34.19,11.64,-0.1,0.28,0.62,0.69,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.18,71.6,111.84,-0.22,0.97,1,1.42,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.68,-6.62,10.5,0.08,0.58,0.46,0.74,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.54,27.51,5.49,-0.06,0.35,0.45,0.57,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.18,24.9,39.72,-0.6,-0.14,0.28,0.68,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.64,25.97,19.56,-0.46,0.02,0.28,0.54,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.54,2.77,38.3,0.55,0.49,0.51,0.89,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.98,53.46,-28.21,-0.53,0.22,0.21,0.61,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.9,59.52,-2,0.03,0.45,0.46,0.64,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.46,4.52,51.05,0.65,0.3,0.63,0.95,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.96,7.24,9,-0.41,0.61,0.61,0.95,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.35,69.5,-5.44,0.55,0.41,0.6,0.91,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.16,44.15,-8.78,-0.49,0.59,0.6,0.98,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.33,21.91,-11.64,-0.4,0.54,0.42,0.8,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.95,27.17,62.3,0.56,0.33,0.6,0.89,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.67,7.5,32.16,-0.46,0.49,0.5,0.84,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113.42,37.46,-2.61,-0.65,0.43,0.63,1,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.09,31.46,8.33,-0.58,0.44,0.28,0.78,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.9,-36.44,84.58,0.31,0.36,0.56,0.74,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.89,16.24,35.66,-0.29,0.34,0.54,0.7,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.66,22.83,72.19,0.61,0.44,0.54,0.92,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.29,76.32,-6.78,-0.31,0.45,0.42,0.69,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.44,51.72,-11.58,0.25,0.5,0.64,0.85,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.22,14.8,49.5,-0.15,0.46,0.4,0.63,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141.23,7.93,41.31,0.38,0.58,0.59,0.91,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.31,27.32,43.72,-0.33,0.71,0.32,0.85,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.84,-59.01,1.84,0.46,0.88,0.71,1.22,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.84,35.41,6.21,-0.18,0.64,0.46,0.81,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.61,95.19,4.37,-0.04,0.58,0.56,0.81,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.97,30.1,9.81,-0.24,0.51,0.7,0.9,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.52,95.15,28.1,0.5,0.25,0.48,0.73,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152.68,-54.1,26.25,-0.41,0.48,0.43,0.76,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.98,-16.14,-8.1,-0.66,0.46,0.22,0.83,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.51,-25.02,19.07,-0.26,0.52,0.56,0.81,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.01,23.18,40.07,-0.5,0.5,0.35,0.79,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.57,32.7,0.37,-0.15,0.31,0.41,0.54,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.38,-2.44,2.41,-0.2,0.5,0.58,0.79,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.48,-8.81,1.43,0.45,0.62,0.77,1.09,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.29,15.26,24.08,-0.46,0.69,0.69,1.08,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.09,65.25,-5.54,0.47,0.43,0.58,0.86,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.53,39.2,45.35,-0.61,0.21,0.39,0.76,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.52,55.99,46.57,-0.59,0.62,0.59,1.04,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.3,37.78,26.13,-0.12,0.28,0.54,0.61,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.45,57.6,25.49,0.28,-0.35,0.49,0.66,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.69,56.25,26.96,0.03,0.07,0.33,0.34,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.95,31.81,4.33,-0.05,-0.01,0.29,0.29,Shoulder-press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.99,-1.29,-36.63,0.73,0.4,0.95,1.26,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23.06,93.03,183.31,0.6,0.52,0.69,1.05,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.28,-48.54,-113.49,0.64,0.79,0.7,1.23,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-52.42,37.77,127.81,0.7,-0.34,0.94,1.22,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.14,-38.7,-70.7,0.57,0.59,0.7,1.08,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-29.3,25.25,103.82,0.62,-0.58,0.98,1.3,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.48,-35.91,-31.22,0.51,0.47,0.67,0.96,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.23,22.9,49.59,0.84,-0.76,1.04,1.54,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.27,-32.7,-10.75,0.36,0.42,0.64,0.84,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-15.33,42.38,79.4,0.76,-0.61,1,1.39,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.29,-34.4,-25.02,0.48,0.38,0.66,0.9,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-14.73,34.21,12.67,0.92,-0.94,1.12,1.73,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.72,-30.58,-10.93,0.46,0.28,0.74,0.91,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.02,-0.84,-18.04,0.93,-0.92,1.11,1.71,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.22,19.73,1.22,0.38,0.34,0.73,0.89,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.73,-14.39,-82.62,0.89,-0.84,1.06,1.62,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2.54,35.65,-2.58,0.68,0.68,0.66,1.17,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.89,-43.38,-133.38,0.73,-0.31,0.91,1.21,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.85,94.68,121.46,0.73,1.04,0.49,1.36,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.68,-33.68,-205.5,0.48,0.63,0.73,1.08,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-14.37,93.3,180.88,0.55,1.24,0.48,1.44,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.2,-60.17,-193.1,0.58,0.95,0.68,1.3,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.08,43.41,207.94,0.3,0.69,0.69,1.01,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.77,-77.37,-167,0.41,0.95,0.64,1.22,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-18.09,67.51,205.02,0.38,0.63,0.69,1,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.09,-7.59,-31.03,0.46,0.36,0.63,0.86,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.63,5.05,-49.71,0.91,-0.95,1.09,1.71,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-16.25,29,25.79,0.26,0.17,0.73,0.79,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.28,14.66,-58.12,0.89,-0.99,1.08,1.72,Left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
